
0.45,0.79,0.21262189887804
0.58,-0.07,-0.72514023587401
-0.77,0.48,-0.61516269344406
-1,0.49,-1.3403299883745
0.23,-0.77,-0.82995130849843
0.87,-0.74,-2.0781187159107
0.71,0.28,-0.6474887000121
-0.74,0.09,-1.1120970343256
0,-0.54,-0.5455243677998
-0.17,0.52,0.6079693482457
1,-0.9,-2.5111428246359
0.63,0.03,-0.70681704892725
-0.47,-0.35,-0.63229127776139
-0.89,0.91,-0.62243341127723
0.4,-0.39,-0.65092398346586
-0.26,-0.5,-0.75605545617457
-0.89,0.76,-1.040080489712
0.17,0.88,0.56268242186315
-0.22,0.82,0.91071340501771
0.1,0.68,0.32643256507889
0.5,0.22,-0.48483274570724
0.8,0.62,-0.72363034789427
0.47,0.92,0.37749727160798
0.96,-0.02,-2.1181776787331
-0.21,0,-0.29881598661713
0.26,0.42,0.24655483548987
-0.14,0.05,0.12079737164845
0.72,0.37,-0.72504418223256
-0.71,0.26,-0.85740742676696
0.24,-0.45,-0.81819902132958
0.73,-0.89,-2.1119406587764
0.52,0.75,0.14295657950084
-0.12,-0.19,-0.112466025301
0.01,-0.56,-0.50889941675435
-0.13,-0.64,-0.64292168702682
-0.15,0.3,0.26607604522632
0.49,-0.03,-0.43713261194887
-0.97,-0.81,-2.7224524800598
0.85,0.9,-0.74339002277203
0.87,0.94,-0.79592659947813
0.84,-0.72,-1.7851907110449
-0.13,-0.89,-0.51820883163513
-0.69,0.38,-0.72099384218522
0.78,-0.85,-2.0567605783987
-0.27,0.81,0.61358929975639
-0.17,0,0.16574129826195
0.06,0.87,0.77808489684923
0.08,0.11,-0.056899728289419
0.63,0.44,-0.19331153415127
-0.65,-0.27,-0.8831586493872
-0.87,-0.12,-1.5117748414167
-0.87,-0.48,-2.2780931801161
0.5,-0.25,-0.79331540801343
0.77,0.91,-0.12840959696184
-0.6,0.31,-0.2521219197349
-0.6,0.27,-0.31240517751015
-0.82,-0.35,-1.6654281887689
0.75,0.62,-0.32974590757543
0.52,0.28,-0.29937658397896
0.18,-0.54,-0.52216578001025
-0.14,-0.26,-0.55102786274221
-0.5,-0.04,-0.56402451970993
0.56,0.66,0.079969174470438
-0.38,0.21,-0.095549150488421
-0.36,-0.34,-0.68358070852067
-0.44,0.24,-0.19847853461406
0.3,0.73,0.14517840477734
0.85,0.78,-1.0094720584796
-0.25,0.64,0.76680457507432
-0.74,-0.22,-1.117058078857
0.64,0.83,0.012611404984442
-0.31,0.88,0.88675040383576
-0.58,-1,-1.4548237110565
-0.92,-0.78,-2.6675850162193
-0.7,0.3,-0.72960691259405
0.32,-0.27,-0.60702885873806
-0.23,-0.87,-0.73546683303124
0.78,0.73,-0.50089343233622
-0.22,0.54,0.73683462621645
0.18,0.5,0.40995302847975
-0.61,0.74,0.18129555406985
-0.74,0.14,-1.2059676652301
-0.22,-0.85,-1.1091362556089
-0.29,-0.66,-0.40214324018078
0.02,0.6,0.81946739823035
